46008220,ARAGON,REGIONAL METROPOLITANA NORTE,DIRECCION DIVISIONAL SUR,AFORE,MONTEVIDEO,"Av. Monteviedo no. 57 y 63, 2 piso col. Tepeyac Insurgentes, CP 07020, del. Gustavo A. Madero, México D.F."
47102180,CHAPULTEPEC,REGIONAL METROPOLITANA NORTE,DIRECCION DIVISIONAL SUR,AFORE,VIADUCTO,"Insurgentes Sur 546, 4to piso, col. Roma Sur, CP 06760, del. Cuauhtemoc, México D.F."
46008080,XOLA,REGIONAL METROPOLITANA NORTE,DIRECCION DIVISIONAL SUR,AFORE,VIADUCTO,"Insurgentes Sur 546, piso 7, col. Roma Sur, CP 06760, del. Cuauhtemoc, México D.F."
44091630,ANAHUAC,REGIONAL METROPOLITANA NORTE,DIRECCION DIVISIONAL SUR,AFORE,VIADUCTO,"Insurgentes Sur 546, piso 5, col. Roma Sur, CP 06760, del. Cuauhtemoc, México D.F."
44093040,LAS AGUILAS,REGIONAL METROPOLITANA NORTE,DIRECCION DIVISIONAL SUR,AFORE,LA VIGA,"Calzada de la Viga 398 Oficina C en la Colonia Jamaica, Código Postal 15800, Delegación Venustiano Carranza"
47102420,SAN JERONIMO,REGIONAL METROPOLITANA NORTE,DIRECCION DIVISIONAL SUR,AFORE,VIADUCTO PISO 3 Y 4,"Insurgentes Sur 546, piso 7,col. Roma Sur, CP 06760, del. Cuauhtemoc, México D.F."
47000999,REGIONAL METROPOLITANA NORTE,REGIONAL METROPOLITANA NORTE,DIRECCION DIVISIONAL SUR,AFORE,VIADUCTO,"Insurgentes Sur 546, 4to piso col. Roma Sur, CP 06760, del. Cuauhtemoc, México D.F."
46008110,SEVILLA,REGIONAL METROPOLITANA ORIENTE,DIRECCION DIVISIONAL SUR,AFORE,VIADUCTO,"Avenida Insurgentes sur 546,  piso 3 Col Roma, Delg Cuauhtemoc, Cp 06760, Mexico DF"
47108170,MAZARIK,REGIONAL METROPOLITANA ORIENTE,DIRECCION DIVISIONAL SUR,AFORE,HAMBURGO,"Hamburgo #206 Piso 1 Of. 103-302 y 403 Col. Juárez, Delegación Cuauhtemoc, C.P. 06600, México, Distrito Federal. "
46007070,EJERCITO,REGIONAL METROPOLITANA ORIENTE,DIRECCION DIVISIONAL SUR,AFORE,HAMBURGO,"Hamburgo #206 Piso 1 Of. 103-302 y 403 Col. Juárez, Delegación Cuauhtemoc, C.P. 06600, México, Distrito Federal. "
44092430,CONDESA,REGIONAL METROPOLITANA ORIENTE,DIRECCION DIVISIONAL SUR,AFORE,HAMBURGO,"Hamburgo #206 Piso 1 Of. 103-302 y 403 Col. Juárez, Delegación Cuauhtemoc, C.P. 06600, México, Distrito Federal. "
44092440,ESCANDON,REGIONAL METROPOLITANA ORIENTE,DIRECCION DIVISIONAL SUR,AFORE,HAMBURGO,"Hamburgo #206 Piso 1 Of. 103-302 y 403 Col. Juárez, Delegación Cuauhtemoc, C.P. 06600, México, Distrito Federal. "
41018344,HAMBURGO,REGIONAL METROPOLITANA ORIENTE,DIRECCION DIVISIONAL SUR,AFORE,VIADUCTO,"Avenida Insurgentes sur 546,  piso 3 Col Roma, Delg Cuauhtemoc, Cp 06760, Mexico DF"
44093010,VIVEROS,REGIONAL METROPOLITANA ORIENTE,DIRECCION DIVISIONAL SUR,AFORE,LA VIGA,"Calzada de la Viga 398 Oficina C en la Colonia Jamaica, Código Postal 15800, Delegación Venustiano Carranza"
44092290,PRAGA,REGIONAL METROPOLITANA ORIENTE,DIRECCION DIVISIONAL SUR,AFORE,HAMBURGO,"Hamburgo #206 Piso 1 Of. 103-302 y 403 Col. Juárez, Delegación Cuauhtemoc, C.P. 06600, México, Distrito Federal. "
46011760,CRACOVIA,REGIONAL METROPOLITANA ORIENTE,DIRECCION DIVISIONAL SUR,AFORE,HAMBURGO,"Hamburgo #206 Piso 1 Of. 103-302 y 403 Col. Juárez, Delegación Cuauhtemoc, C.P. 06600, México, Distrito Federal. "
44092080,FRAY SERVANDO,REGIONAL METROPOLITANA ORIENTE,DIRECCION DIVISIONAL SUR,AFORE,HAMBURGO,"Hamburgo #206 Piso 1 Of. 103-302 y 403 Col. Juárez, Delegación Cuauhtemoc, C.P. 06600, México, Distrito Federal. "
44091280,PRADO CHURUBUSCO,REGIONAL METROPOLITANA ORIENTE,DIRECCION DIVISIONAL SUR,AFORE,LA VIGA,"Calzada de la Viga 398 Oficina C en la Colonia Jamaica, Código Postal 15800, Delegación Venustiano Carranza"
45000600,INTERLOMAS,REGIONAL METROPOLITANA ORIENTE,DIRECCION DIVISIONAL SUR,AFORE,VIADUCTO PISO 7 Y 8,"Insurgentes Sur 546, col. Roma Sur, CP 06760, del. Cuauhtemoc, México D.F."
47102311,CRONOS,REGIONAL METROPOLITANA ORIENTE,DIRECCION DIVISIONAL SUR,AFORE,VIADUCTO PISO 7 Y 8,"Insurgentes Sur 546, col. Roma Sur, CP 06760, del. Cuauhtemoc, México D.F."
44000099,REGIONAL METROPOLITANA ORIENTE,REGIONAL METROPOLITANA ORIENTE,DIRECCION DIVISIONAL SUR,AFORE,HAMBURGO,"Hamburgo #206 Piso 1 Of. 103-302 y 403 Col. Juárez, Delegación Cuauhtemoc, C.P. 06600, México, Distrito Federal. "
47101100,NAUCALPAN,REGIONAL METROPOLITANA PONIENTE,DIRECCION DIVISIONAL SUR,AFORE,SALINILLAS,"Presa Salinillas # 370 Piso 9 int. 901 y 903, col. Irrigación, CP 11500, del. Miguel Hidalgo, México D.F. "
46008300,VALLE DORADO,REGIONAL METROPOLITANA PONIENTE,DIRECCION DIVISIONAL SUR,AFORE,TLALNEPANTLA,"Av. Gustavo Baz # 230 Locales 101 al 111, col. Tequexquinahuac, Tlalnepantla de Baz, CP 54020,  Edo. de México"
47108160,SATELITE,REGIONAL METROPOLITANA PONIENTE,DIRECCION DIVISIONAL SUR,AFORE,TLALNEPANTLA,"Av. Gustavo Baz # 230 Locales 101 al 111, col. Tequexquinahuac, Tlalnepantla de Baz, CP 54020,  Edo. de México"
44092410,TOLUCA LERMA,REGIONAL METROPOLITANA PONIENTE,DIRECCION DIVISIONAL SUR,AFORE,TOLUCA,"Isidro Fabela 725-A, Col. San Sebastián, CP 50150, Toluca Edo. de México"
46012600,TOLUCA METEPEC,REGIONAL METROPOLITANA PONIENTE,DIRECCION DIVISIONAL SUR,AFORE,TOLUCA,"Isidro Fabela 725-A, Col. San Sebastián, CP 50150, Toluca Edo. de México"
46008230,SOTELO,REGIONAL METROPOLITANA PONIENTE,DIRECCION DIVISIONAL SUR,AFORE,SALINILLAS,"Presa Salinillas # 370 Piso 9 int. 901 y 903, col. Irrigación, CP 11500, del. Miguel Hidalgo, México D.F. "
40006990,TRADE CENTER,REGIONAL METROPOLITANA PONIENTE,DIRECCION DIVISIONAL SUR,AFORE,SALINILLAS,"Presa Salinillas # 370 Piso 9 int. 901 y 903, col. Irrigación, CP 11500, del. Miguel Hidalgo, México D.F. "
47101550,POLANCO,REGIONAL METROPOLITANA PONIENTE,DIRECCION DIVISIONAL SUR,AFORE,SALINILLAS,"Presa Salinillas # 370 Piso 9 int. 901 y 903, col. Irrigación, CP 11500, del. Miguel Hidalgo, México D.F. "
44092450,NICOLAS BRAVO,REGIONAL METROPOLITANA PONIENTE,DIRECCION DIVISIONAL SUR,AFORE,SALINILLAS,"Presa Salinillas # 370 Piso 9 int. 901 y 903, col. Irrigación, CP 11500, del. Miguel Hidalgo, México D.F. "
47101790,TOREO,REGIONAL METROPOLITANA PONIENTE,DIRECCION DIVISIONAL SUR,AFORE,SALINILLAS,"Presa Salinillas # 370 Piso 9 int. 901 y 903, col. Irrigación, CP 11500, del. Miguel Hidalgo, México D.F. "
47101120,CUAUTITLAN,REGIONAL METROPOLITANA PONIENTE,DIRECCION DIVISIONAL SUR,AFORE,CUAUTITLAN,"Avenida  Chalma,  Local E19 Plaza Comercial San Marco y Autopista México-Querétaro Ex Hacienda Jardín de San Miguel Cuautitlán Izcalli, México C.P. 54700"
47101190,PACHUCA,REGIONAL METROPOLITANA PONIENTE,DIRECCION DIVISIONAL SUR,AFORE,PACHUCA,"Camino Real de la Plata, Núm.308 PB, del Fraccionamiento Zona Plateada, Edificio PODI, Pachuca, Hidalgo, C. P. 42083"
46000099,REGIONAL METROPOLITANA PONIENTE,REGIONAL METROPOLITANA PONIENTE,DIRECCION DIVISIONAL SUR,AFORE,SALINILLAS,"Presa Salinillas # 370 Piso 9 int. 901 y 903, col. Irrigación, CP 11500, del. Miguel Hidalgo, México D.F. "
44091530,METRO CENTRO,REGIONAL METROPOLITANA SUR,DIRECCION DIVISIONAL SUR,AFORE,SAN ANGEL CRACOVIA,"Av. insurgentes sur 2047 PA, col. San Ángel Inn, CP 01000, del. Alvaro Obregon, México D.F."
44091330,SAN ANGEL,REGIONAL METROPOLITANA SUR,DIRECCION DIVISIONAL SUR,AFORE,SAN ANGEL CRACOVIA,"Av. insurgentes sur 2047 PA, col. San Ángel Inn, CP 01000, del. Alvaro Obregon, México D.F."
44093020,CHIMALISTAC,REGIONAL METROPOLITANA SUR,DIRECCION DIVISIONAL SUR,AFORE,SAN ANGEL CRACOVIA,"Av. insurgentes sur 2047 PA, col. San Ángel Inn, CP 01000, del. Alvaro Obregon, México D.F."
44091050,CUERNAVACA,REGIONAL METROPOLITANA SUR,DIRECCION DIVISIONAL SUR,AFORE,CUERNAVACA,Av de los 50 metros n.- 100 Col. Villas Deportivas Cuernavaca Morelos. (Condominio Corporativo Cuernavaca del Lago).
44092580,CUERNAVACA MORELOS,REGIONAL METROPOLITANA SUR,DIRECCION DIVISIONAL SUR,AFORE,CUERNAVACA,Av de los 50 metros n.- 100 Col. Villas Deportivas Cuernavaca Morelos. (Condominio Corporativo Cuernavaca del Lago).
46008100,PATRIOTISMO,REGIONAL METROPOLITANA SUR,DIRECCION DIVISIONAL SUR,AFORE,VIADUCTO PISO 5,"Insurgentes Sur 546 PISO 5, col. Roma Sur, CP 06760, del. Cuauhtemoc, México D.F."
47103030,DEL PARQUE,REGIONAL METROPOLITANA SUR,DIRECCION DIVISIONAL SUR,AFORE,SAN ANGEL CRACOVIA,"Av. insurgentes sur 2047 PA, col. San Ángel Inn, CP 01000, del. Alvaro Obregon, México D.F."
46008070,ALTAVISTA,REGIONAL METROPOLITANA SUR,DIRECCION DIVISIONAL SUR,AFORE,SAN ANGEL CRACOVIA,"Av. insurgentes sur 2047 PA, col. San Ángel Inn, CP 01000, del. Alvaro Obregon, México D.F."
44091850,TLALPAN,REGIONAL METROPOLITANA SUR,DIRECCION DIVISIONAL SUR,AFORE,SAN ANGEL CRACOVIA,"Av. insurgentes sur 2047 PA, col. San Ángel Inn, CP 01000, del. Alvaro Obregon, México D.F."
46008090,BARRANCA,REGIONAL METROPOLITANA SUR,DIRECCION DIVISIONAL SUR,AFORE,SAN ANGEL CRACOVIA,"Av. insurgentes sur 2047 PA, col. San Ángel Inn, CP 01000, del. Alvaro Obregon, México D.F."
46007080,MARINA NACIONAL,REGIONAL METROPOLITANA SUR,DIRECCION DIVISIONAL SUR,AFORE,SAN ANGEL CRACOVIA,"Av. insurgentes sur 2047 PA, col. San Ángel Inn, CP 01000, del. Alvaro Obregon, México D.F."
44093060,PUERTO,REGIONAL METROPOLITANA SUR,DIRECCION DIVISIONAL SUR,AFORE,ACAPULCO,"Av. Costera Miguel Alemán lote 20 manzana 2 sector lomas numero 2322 despacho 100 Fraccionamiento club deportivo, CP 39690, Acapulco Gro."
44000999,REGIONAL METROPOLITANA SUR,REGIONAL METROPOLITANA SUR,DIRECCION DIVISIONAL SUR,AFORE,SAN ANGEL CRACOVIA,"Av. insurgentes sur 2047 PA, col. San Ángel Inn, CP 01000, del. Alvaro Obregon, México D.F."
48260460,SAN LUIS POTOSI,REGIONAL NORESTE,DIRECCION DIVISIONAL NORTE,AFORE,SAN LUIS POTOSI,"Av. Perfecto Amezquita No. 105, Fracc. Tangamanga, CP 78269, San Luís Potosí SLP."
45008140,SLP TANGAMANGA,REGIONAL NORESTE,DIRECCION DIVISIONAL NORTE,AFORE,SAN LUIS POTOSI,"Av. Perfecto Amezquita No. 105, Fracc. Tangamanga, CP 78269, San Luís Potosí SLP."
43072090,MONTERREY CHIPINQUE,REGIONAL NORESTE,DIRECCION DIVISIONAL NORTE,AFORE,MONTERREY,"Doctor Coss 731, Colonia Centro, CP 64000 en la Ciudad de Monterrey, Estado de Nuevo León"
43078040,MONTERREY VOLCAN,REGIONAL NORESTE,DIRECCION DIVISIONAL NORTE,AFORE,MONTERREY,"Doctor Coss 731, Colonia Centro, CP 64000 en la Ciudad de Monterrey, Estado de Nuevo León"
